ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue
0	7,8	148,188	2,3	142,73	233	341	1
1	64,80	13,12	70,26	13,5	212	169	1
2	50,58	146,193	44,16	148,76	212	489	1
3	50,58	148,188	44,16	142,73	212	341	1
4	4,14	49,62	10,9	60,26	180	180	1
5	34,31	49,64	27,12	50,16	160	153	1
8	6,5	2,9	3,3	6,6	210	203	0.531034317041
9	427,538	44,38	481,177	42,21	166	117	1
10	15,32	41,84	14,15	42,24	151	253	1
11	178,204	69,134	225,79	124,54	200	172	1
12	395,466	108,161	124,152	33,38	389	184	1
13	30,52	73,119	24,22	105,66	151	221	1
14	138,156	29,46	153,51	25,16	169	127	1
15	19,21	55,57	14,4	95,50	119	152	0.110061400475
16	136,180	143,144	122,70	161,63	197	175	1
17	89,128	220,227	82,53	232,126	170	240	1
18	27,31	61,85	39,10	88,34	158	213	1
20	55,51	82,97	35,18	99,58	148	214	0.474219507396
21	762,1344	936,1757	1762,834	2590,1388	525	525	1
22	22,39	57,78	25,12	82,22	143	216	1
23	375,442	190,284	403,215	235,127	180	143	1
24	263,398	269,450	480,234	495,238	203	215	1
25	41,50	39,69	61,21	58,44	159	159	1
26	321,353	12,17	397,230	21,13	304	249	1
27	7,5	7,9	1,4	2,6	192	192	1
28	284,390	91,146	310,148	136,68	231	150	1
29	16,27	152,198	49,14	147,76	201	162	1
30	10,13	246,307	43,26	265,128	133	162	0.206338543722
31	111,133	103,138	104,76	129,68	162	152	1
32	98,103	192,203	62,33	114,61	202	197	1
33	14,27	1038,1813	21,4	1159,598	137	323	1
34	259,335	85,123	364,207	133,77	345	184	1
35	303,340	262,337	435,218	335,193	354	345	1
36	112,131	189,250	134,38	259,125	162	159	1
37	42,44	112,129	30,26	116,58	165	241	1
38	1143,1667	1901,2373	1331,581	2198,838	159	192	1
39	3535,4225	6,19	3127,1333	8,3	1796	107	1
40	3544,4228	6,19	3143,1344	8,3	1799	107	1
41	3576,4270	6,19	3163,1355	8,3	1836	107	1
42	16,15	12,12	10,4	2,3	220	174	0.412625335925
43	291,458	582,897	258,119	570,274	121	156	1
45	246,274	443,646	292,112	599,246	156	183	1
46	129,168	236,344	175,48	326,147	167	241	1
47	42,46	234,289	20,11	156,46	224	197	1
48	18,26	31,18	10,10	24,18	346	181	0.760592612674
49	36,42	77,60	28,11	51,37	135	183	1
50	3,1	77,60	0,1	51,37	150	183	1
51	45,74	45,43	53,25	22,9	180	138	0.398291726235
52	34,41	51,46	47,21	60,23	140	164	1
54	9,15	2,17	7,6	2,1	288	288	0.313919656422
55	1129,1594	2001,2908	1140,491	1983,996	183	252	1
56	538,785	1004,1549	923,424	1706,868	137	201	1
58	0,4	0,3	3,0	5,0	487	520	1
59	39,41	45,56	15,13	26,28	178	231	0.896247985454
60	62,83	131,140	66,33	147,34	141	161	1
61	82,94	77,87	57,26	28,12	238	244	0.266663840328
63	38,30	91,138	15,15	120,42	242	192	1
64	10,14	0,5	0,0	1,0	164	152	1
65	562,890	534,908	834,290	797,347	147	147	1
66	283,529	554,833	362,195	821,294	147	147	1
67	674,1116	567,968	892,349	795,349	165	162	1
68	283,527	380,705	362,195	570,238	147	147	1
69	447,798	549,891	665,275	720,320	165	165	1
71	1,3	143,215	4,4	182,89	107	255	1
72	34,71	8,12	28,14	15,4	133	107	0.48037494375
73	17,25	56,82	16,11	61,38	160	162	1
74	1,7	56,82	1,2	61,38	204	162	1
75	1,3	16,47	0,0	31,14	158	210	1
