IncLevel1	IncLevel2	IncLevelDifference
1.0,0.962,0.957,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.013
1.0,1.0,1.0,0.951,1.0,1.0	1.0,1.0,1.0,1.0,0.982,1.0	-0.005
0.026,0.012,0.002,0.003,0.007,0.004	0.0,0.008,0.029,0.013,0.002,0.029	-0.004
0.152,0.935,0.417,0.715,0.301,0.682	1.0,1.0,0.518,0.496,0.56,0.518	-0.148
0.0,0.0,0.042,0.055,0.0,0.0	0.119,0.0,0.0,0.0,0.0,0.0	-0.004
0.0,0.0,0.105,0.0,0.089,0.065	0.0,0.0,0.0,0.029,0.0,0.0	0.038
0.814,0.824,0.773,0.784,0.852,0.75	0.766,0.842,0.851,0.834,0.795,0.829	-0.02
1.0,0.99,0.973,1.0,1.0,0.983	1.0,1.0,0.987,1.0,1.0,0.957	0.0
0.013,0.004,0.014,0.008,0.009,0.005	0.015,0.041,0.038,0.057,0.045,0.023	-0.028
0.002,0.004,0.007,0.002,0.004,0.005	0.002,0.002,0.001,0.002,0.001,0.0	0.003
NA,NA,NA,0.492,1.0,NA	NA,NA,1.0,1.0,1.0,NA	-0.254
1.0,0.972,0.995,1.0,0.982,0.997	1.0,1.0,0.995,0.995,0.976,0.975	0.001
0.539,0.809,0.789,1.0,0.919,1.0	1.0,0.661,NA,1.0,0.722,1.0	-0.034
0.316,0.183,0.278,0.439,0.26,0.127	0.081,0.17,0.144,0.291,0.381,0.48	0.009
0.107,0.259,0.252,0.18,0.28,0.097	0.028,0.399,0.246,0.075,0.234,0.083	0.018
0.429,1.0,0.746,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.138
0.125,0.0,0.125,0.111,0.104,0.0	0.0,0.233,0.051,0.085,0.168,0.0	-0.012
1.0,1.0,0.975,1.0,1.0,1.0	0.973,1.0,1.0,0.982,0.989,1.0	0.005
0.032,0.044,0.018,0.037,0.038,0.021	0.051,0.044,0.067,0.021,0.034,0.108	-0.022
0.884,0.861,0.872,0.877,0.922,0.885	0.854,0.752,0.85,0.795,0.795,0.861	0.066
0.44,0.392,0.348,0.461,0.472,0.344	0.296,0.277,0.328,0.243,0.318,0.278	0.119
0.034,0.024,0.017,0.027,0.002,0.009	0.007,0.043,0.018,0.019,0.032,0.017	-0.004
0.962,1.0,0.899,0.775,0.797,0.915	0.85,0.948,1.0,0.879,0.938,1.0	-0.045
1.0,1.0,0.843,0.796,0.745,0.83	0.717,0.94,0.886,0.553,0.957,0.907	0.042
1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.993,1.0	0.001
0.018,0.007,0.003,0.009,0.0,0.006	0.0,0.0,0.0,0.0,0.0,0.0	0.007
0.986,1.0,0.991,0.985,0.99,1.0	1.0,0.939,1.0,1.0,1.0,1.0	0.002
0.997,0.992,0.992,0.996,0.995,0.99	0.997,1.0,1.0,0.998,1.0,1.0	-0.006
