ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue
0	3,7	20,30	1,0	10,7	225	149	1
1	151,134	349,313	57,139	285,415	252	149	1
2	58,42	481,484	37,97	316,520	251	149	1
3	7,6	65,26	7,6	20,40	227	149	1
4	53,42	209,166	24,36	114,221	273	149	1
5	27,14	228,179	7,31	104,145	246	149	1
6	18,21	10,14	16,19	5,19	296	149	1
7	37,21	2,8	21,36	1,8	241	149	1
8	690,666	132,138	316,490	87,132	238	149	1
9	18,12	0,0	14,16	0,2	242	149	1
10	240,253	647,754	86,174	458,717	228	149	1
11	274,358	5326,5982	240,361	4020,6533	212	149	1
12	62,52	97,109	39,58	56,118	255	149	1
13	154,120	525,513	78,137	338,612	225	149	1
14	7,9	72,42	5,10	39,64	232	149	1
15	31,26	64,78	10,41	31,78	246	149	1
16	5,10	96,75	7,13	48,92	247	149	1
17	235,234	29,48	101,208	28,44	272	149	1
18	1,0	97,107	0,1	55,87	251	149	1
19	61,83	123,167	39,76	77,139	232	149	1
20	2,7	85,95	4,27	56,109	298	149	1
21	1,2	50,31	1,1	14,28	225	149	1
22	28,26	323,233	7,25	150,275	298	149	1
23	7,8	25,16	3,0	6,5	244	149	0.946332122031
24	5,11	15,12	5,10	9,19	215	149	1
26	117,132	121,110	69,150	53,110	287	149	1
27	6,1	576,581	13,13	372,623	231	149	1
28	13,17	0,0	25,32	0,4	241	149	1
29	72,88	3993,4309	36,71	1973,4138	224	149	1
30	98,111	3175,3652	49,122	1581,3300	240	149	1
31	9,21	268,335	4,19	174,247	237	149	1
32	183,219	8,2	92,220	2,0	259	149	1
33	249,315	1,0	151,295	0,0	294	149	1
34	6,18	43,45	40,85	20,32	298	149	3.60190488546e-09
35	81,86	629,698	61,115	382,609	230	149	1
36	13,12	100,80	11,7	42,91	277	149	1
37	7,11	117,170	1,2	56,100	221	149	1
40	35,52	364,362	15,30	218,326	220	149	1
41	270,233	21,27	109,257	6,23	227	149	1
43	12,10	14,16	8,26	10,17	246	149	0.863666477734
44	14,8	19,10	13,13	26,18	222	149	1
45	8,3	5,4	0,2	1,0	227	149	1
46	9,3	16,11	0,2	0,1	239	149	1
47	14,3	24,19	0,0	5,1	298	149	0.404349886077
48	16,9	6,1	0,3	1,1	298	149	0.172978087323
49	10,10	23,14	0,3	5,4	253	149	0.479644017656
50	132,158	761,679	32,77	398,655	251	149	1
51	348,340	3,5	230,329	4,8	240	149	1
52	17,12	0,1	8,21	0,0	267	149	1
53	16,15	11,16	7,22	6,23	298	149	1
54	9,9	1,4	2,9	2,8	253	149	0.129326952759
56	177,179	1,0	96,201	0,0	245	149	1
59	35,20	41,34	18,52	22,35	247	149	0.861768521031
60	76,109	571,576	79,116	258,486	277	149	1
61	57,49	358,303	49,111	130,233	247	149	0.372967938832
62	29,21	43,66	14,18	47,43	298	149	1
64	45,39	57,95	15,30	45,75	293	149	1
65	25,19	106,124	44,103	49,61	241	149	3.06246913029e-06
66	11,9	71,48	17,9	35,39	254	149	1
67	15,11	24,25	2,8	7,13	215	149	1
68	23,20	105,79	5,12	62,89	227	149	1
69	62,67	68,96	28,47	27,83	259	149	1
70	43,60	44,41	28,56	20,26	298	149	1
71	1,6	1,0	2,2	0,0	298	149	1
73	0,0	2,0	0,2	0,0	225	149	1
74	60,57	32,17	47,76	31,57	298	149	0.573910740979
75	37,36	217,245	38,49	130,199	298	149	1
76	38,42	1,0	37,44	0,0	283	149	1
77	10,14	174,173	5,21	119,178	298	149	1
78	19,34	212,158	26,25	67,110	244	149	1
79	34,26	157,252	9,16	64,138	228	149	1
80	0,1	220,224	0,1	49,152	230	149	1
81	48,46	53,62	20,14	24,46	298	149	1
82	72,48	232,287	30,86	154,250	247	149	1
84	67,70	335,394	39,140	139,330	235	149	1
85	643,702	238,345	344,741	180,347	228	149	1
86	18,18	110,100	13,13	31,111	298	149	1
89	0,0	5,8	0,1	2,12	281	149	1
90	15,15	82,90	10,33	80,125	244	149	1
91	17,15	123,144	11,17	119,175	298	149	1
92	24,23	99,86	12,6	42,68	298	149	1
