IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0,2	182,291	1,2	156,223	283	391
18,29	182,291	22,18	156,223	262	391
14,17	131,149	12,20	51,115	230	230
0,1	8,2	2,1	0,8	263	342
54,69	141,175	61,63	119,197	194	257
42,36	66,72	32,38	42,69	197	196
3,3	13,19	1,8	15,11	260	253
626,775	54,51	476,788	31,25	216	167
3777,4803	4675,5640	4286,5950	4977,7700	215	227
344,399	156,249	255,461	150,222	199	183
35,31	66,67	19,33	61,43	188	206
160,237	51,94	146,246	58,89	611	285
1343,2088	422,607	1812,2620	534,730	1227	482
309,434	212,235	296,436	169,240	251	215
47,68	22,31	66,113	5,33	251	260
1190,1598	298,356	968,1398	226,422	566	234
70,90	83,95	60,114	91,135	197	218
43,60	103,128	44,62	108,164	169	202
95,119	226,342	94,165	269,427	220	290
29,19	33,34	22,13	40,36	204	256
1172,1782	1552,2322	1632,2280	2381,3210	575	575
107,156	132,146	124,159	115,160	203	215
30,40	81,103	41,64	64,87	193	266
123,114	529,687	108,107	447,682	220	230
866,1099	156,210	759,1157	144,268	230	193
0,0	61,87	1,0	55,87	209	209
55,61	61,87	41,65	55,87	209	209
55,61	0,0	41,65	1,0	209	209
56,58	64,108	41,62	55,95	209	209
3310,4875	3380,5186	2741,4115	3396,4514	416	419
461,599	7,16	598,910	10,28	354	299
7,0	13,0	4,7	6,8	242	242
26,29	223,261	23,10	128,189	229	326
46,66	47,49	20,31	24,39	209	218
15,20	17,19	7,11	14,10	215	210
59,42	55,49	32,54	30,58	273	247
86,153	460,582	87,123	373,592	181	281
34,50	234,298	38,85	184,268	251	212
25,42	339,476	62,80	311,541	183	212
108,126	192,299	63,94	109,191	252	247
15,23	243,254	17,38	209,300	704	875
304,493	278,437	438,684	342,532	404	395
172,181	40,58	145,210	29,38	234	193
185,271	163,225	205,391	103,144	193	212
130,162	156,250	69,125	187,336	212	209
169,227	45,85	117,169	49,68	396	311
3,6	3,6	2,5	4,7	209	209
60,121	109,193	63,87	81,150	215	291
1418,2097	2445,3521	1148,1712	2046,2984	209	242
4059,4867	23,24	2877,4131	17,20	1846	157
4097,4931	23,24	2914,4171	17,20	1849	157
4125,4982	23,24	2922,4205	17,20	1886	157
53,75	297,338	33,56	104,200	176	272
672,877	958,1103	462,686	594,976	210	252
55,69	56,61	33,48	39,61	211	231
156,271	337,476	155,241	271,443	217	291
1327,1794	729,820	996,1587	652,1064	281	198
25,30	58,65	18,27	23,59	189	238
25,30	53,68	19,27	48,96	189	226
84,84	237,328	46,85	189,212	174	206
0,2	35,28	0,5	28,52	244	231
8,19	35,28	26,42	28,52	231	231
468,665	1524,2211	481,608	1402,1933	216	299
30,46	61,96	32,45	39,65	185	233
0,0	61,96	0,1	39,65	200	233
71,85	72,82	38,74	35,63	230	188
58,48	65,50	30,57	56,81	190	214
15,18	6,8	8,11	5,5	338	338
1362,1723	2203,2890	972,1483	1656,2551	233	302
663,662	73,99	445,733	56,75	541	210
4,0	11,7	6,11	2,6	537	570
111,110	72,95	100,203	48,63	189	196
408,365	302,324	318,487	308,417	212	212
108,120	173,202	93,141	145,198	201	201
62,82	1309,2005	52,74	1095,1778	197	483
55,97	89,79	46,90	41,99	288	294
88,97	54,57	55,69	43,52	262	238
39,38	139,155	12,13	123,189	292	242
157,219	64,62	129,225	55,103	262	215
32,39	44,32	13,33	19,26	305	228
835,1190	852,1173	730,1115	814,1227	197	197
933,1351	932,1119	793,1241	786,1243	215	218
418,572	0,2	352,449	1,4	197	197
417,570	732,1062	352,449	667,1045	197	197
417,568	685,946	351,449	615,927	197	197
641,849	851,1269	548,773	822,1157	215	215
16,15	55,83	5,13	39,33	247	198
498,776	151,198	526,729	148,193	284	206
300,387	107,139	221,331	82,107	239	215
1,4	34,69	0,0	26,40	208	260
101,143	128,139	86,106	101,187	252	282
